title,id,user_id,paper_id,comments,is_relevant,type
A Qualitative Assessment of ChatGPT Generated Code in the Computer Science Curriculum,1567,1,80,,,
"Large-Language-Models (LLM)-Based AI Chatbots: Architecture, In-Depth Analysis and Their Performance Evaluation",1568,1,81,,,
Business and Ethical Concerns in Domestic Conversational Generative AI-Empowered Multi-robot Systems,1569,1,82,,0,
From GPT-3 to GPT-4: On the Evolving Efficacy of LLMs to Answer Multiple-Choice Questions for Programming Classes in Higher Education,1570,1,83,,,
My Perspective,1571,1,84,,,
Zero-Shot Translation of Attention Patterns in VQA Models to Natural Language,1572,1,85,,,
Anticipating User Needs: Insights from Design Fiction on Conversational Agents for Computational Thinking,1573,1,86,,,
Personalized Persuasive Technologies in Health and Wellness: From Theory to Practice,1574,1,87,,0,
Summary,1575,1,88,,,
Value-Based Adoption of ChatGPT in Agile Software Development: A Survey Study of Nordic Software Experts,1576,1,89,,0,Survey
1 \(^{st}\) Workshop on Information Retrieval for Understudied Users (IR4U2),1577,1,90,,,
Examining Potential Harms of Large Language Models (LLMs) in Africa,1578,1,91,,,
Support to Interaction Between Medical Practitioners and Patients: A Systematic Review,1579,1,92,,0,
"Integrating LLMs in Higher Education, Through Interactive Problem Solving and Tutoring: Algorithmic Approach and Use Cases",1580,1,93,,1,
Exploring LLMs' Ability to Detect Variability in Requirements,1581,1,94,,,
Optimized BERT Model for Question Answering System on Mobile Platform,1582,1,95,,,
Conversational Systems for AI-Augmented Business Process Management,1583,1,96,,0,
Enhancing E-Learning Experience Through Embodied AI Tutors in Immersive Virtual Environments: A Multifaceted Approach for Personalized Educational Adaptation,1584,1,97,,,
Conceptual Data Normalisation from the Practical View of Using Graph Databases,1585,1,98,,,
The Impact of ChatGPT on Students’ Learning Programming Languages,1586,1,99,,,
Exploring Explainability and Transparency in Automated Essay Scoring Systems: A User-Centered Evaluation,1587,1,100,,,
Analyzing the Role of Generative AI in Fostering Self-directed Learning Through Structured Prompt Engineering,1588,1,101,,,
"Automated Analysis of Algorithm Descriptions Quality, Through Large Language Models",1589,1,102,,,
Improving LLM Classification of Logical Errors by Integrating Error Relationship into Prompts,1590,1,103,,,
"How to Teach Programming in the AI Era? Using LLMs as a Teachable Agent
  for Debugging",1591,1,104,,,
Panda3D,1592,1,105,,,
Exploring GPT-4 as MR Sequence and Reconstruction Programming Assistant,1593,1,112,,,
Prospects for Hybrid AI,1594,1,114,,,
Automated Comment Generation Based on the Large Language Model,1595,1,115,,,
Assistant Teaching System for Computer Hardware Courses Based on Large Language Model,1596,1,116,,,
Automatic Generation of Multiple-Choice Questions for CS0 and CS1 Curricula Using Large Language Models,1597,1,117,,,
Knowledge Sources,1598,1,118,,,
Growth and Branching of Natural Language Processing,1599,1,119,,,
Design and Application of Formative Evaluation in the Artificial Intelligence Course,1600,1,120,,,
Towards Higher Abstraction Levels in Quantum Computing,1601,1,121,,,
Evolution Through Large Models,1602,1,122,,,
Self-agreement: A Framework for Fine-Tuning Language Models to Find Agreement Among Diverse Opinions,1603,1,123,,,
Applications and Implication of Generative AI in Non-STEM Disciplines in Higher Education,1604,1,124,,,
Assessing and Enhancing LLMs: A Physics and History Dataset and One-More-Check Pipeline Method,1605,1,125,,,
Prompting Large Language Models to Power Educational Chatbots,1606,1,126,,,
Enhancing Image Comprehension for Computer Science Visual Question Answering,1607,1,127,,,
Feasibility Study on Parameter Adjustment for a Humanoid Using LLM Tailoring Physical Care,1608,1,128,,,
The Recent Trends of Research on GitHub Copilot: A Systematic Review,1609,1,129,,,
"Threats, Opportunities, and Misconceptions",1610,1,130,,,
Understanding ChatGPT’s Underlying Technology,1611,1,131,,,
"The imitation game, the “child machine,” and the fathers of AI",1612,1,139,,,
AI ethics as subordinated innovation network,1613,1,140,,,
Prompting meaning: a hermeneutic approach to optimising prompt engineering with ChatGPT,1614,1,141,,,
Friend or foe? Exploring the implications of large language models on the science system,1615,1,142,,,
At the intersection of humanity and technology: a technofeminist intersectional critical discourse analysis of gender and race biases in the natural language processing model GPT-3,1616,1,143,,,
"Artificial thinking and doomsday projections: a discourse on trust, ethics and safety",1617,1,144,,,
Machine learning in human creativity: status and perspectives,1618,1,145,,,
The work of art in the age of artificial intelligibility,1619,1,146,,,
ChatGPT: towards AI subjectivity,1620,1,147,,,
Using rhetorical strategies to design prompts: a human-in-the-loop approach to make AI useful,1621,1,148,,,
Challenges as catalysts: how Waymo’s Open Dataset Challenges shape AI development,1622,1,149,,,
A survey on sentiment analysis and its applications,1623,1,150,,0,Survey
"Exploring contactless techniques in multimodal emotion recognition: insights into diverse applications, challenges, solutions, and prospects",1624,1,151,,,
Similarity-driven and task-driven models for diversity of opinion in crowdsourcing markets,1625,1,152,,,
A systematic review and research challenges on phishing cyberattacks from an electroencephalography and gaze-based perspective,1626,1,153,,,
"“The ChatGPT bot is causing panic now – but it’ll soon be as mundane a tool as Excel”: analysing topics, sentiment and emotions relating to ChatGPT on Twitter",1627,1,154,,,
BiMuF: a bi-directional recommender system with multi-semantic filter for online recruitment,1628,1,155,,,
An analysis of large language models: their impact and potential applications,1629,1,156,,,
Situational Data Integration in Question Answering systems: a survey over two decades,1630,1,157,,0,Survey
LLM examiner: automating assessment in informal self-directed e-learning using ChatGPT,1631,1,158,,,
"Generative AI for pentesting: the good, the bad, the ugly",1632,1,159,,,
On the assessment of generative AI in modeling tasks: an experience report with ChatGPT and UML,1633,1,160,,,
Large language models as an “operating” system for software and systems modeling,1634,1,161,,,
Generating domain models from natural language text using NLP: a benchmark dataset and experimental comparison of tools,1635,1,162,,,
An association between fingerprint patterns with blood group and lifestyle based diseases: a review,1636,1,163,,,
"Machine learning towards intelligent systems: applications, challenges, and opportunities",1637,1,164,,,
A comprehensive bibliometric and content analysis of artificial intelligence in language learning: tracing between the years 2017 and 2023,1638,1,165,,,
Unraveling the mysteries of AI chatbots,1639,1,166,,,
On the computational complexity of ethics: moral tractability for minds and machines,1640,1,167,,,
A method for the ethical analysis of brain-inspired AI,1641,1,168,,,
A survey of safety and trustworthiness of large language models through the lens of verification and validation,1642,1,169,,0,Survey
Re-evaluating GPT-4’s bar exam performance,1643,1,171,,,
Large language models for qualitative research in software engineering: exploring opportunities and challenges,1644,1,172,,,
Can AI serve as a substitute for human subjects in software engineering research?,1645,1,173,,,
Distilled GPT for source code summarization,1646,1,174,,,
Future of software development with generative AI,1647,1,175,,,
Automated quantum software engineering,1648,1,176,,,
Data cleaning and machine learning: a systematic literature review,1649,1,177,,,
"Chatgpt for cybersecurity: practical applications, challenges, and future directions",1650,1,178,,0,
Investigating large language models capabilities for automatic code repair in Python,1651,1,179,,,
To resist it or to embrace it? Examining ChatGPT’s potential to support teacher feedback in EFL writing,1652,1,180,,,
Few-shot is enough: exploring ChatGPT prompt engineering method for automatic question generation in english education,1653,1,181,,,
"Editorial for EAIT issue 12, 2023",1654,1,182,,,
The impact of ChatGPT on L2 writing and expected responses: Voice from doctoral students,1655,1,183,,,
Constructing a teacher portrait for the artificial intelligence age based on the micro ecological system theory: A systematic review,1656,1,184,,,
Detecting AI assisted submissions in introductory programming via code anomaly,1657,1,185,,,
Empowering education development through AIGC: A systematic literature review,1658,1,186,,,
Incorporating AI in foreign language education: An investigation into ChatGPT’s effect on foreign language learners,1659,1,187,,,
Natural language processing in educational research: The evolution of research topics,1660,1,188,,,
Acceptance and use of ChatGPT in the academic community,1661,1,189,,,
Exploratory study on the potential of ChatGPT as a rater of second language writing,1662,1,190,,,
Fairness-aware machine learning engineering: how far are we?,1663,1,191,,,
Exploring Gender Bias In Remote Pair Programming Among Software Engineering Students: The twincode Original Study And First External Replication,1664,1,192,,,
Use case cards: a use case reporting framework inspired by the European AI Act,1665,1,193,,0,
"A phenomenology and epistemology of large language models: transparency, trust, and trustworthiness",1666,1,194,,0,
Getting it right: the limits of fine-tuning large language models,1667,1,195,,0,
Predictive analysis visualization component in simulated data streams,1668,1,196,,0,
Enhancing BERT-Based Language Model for Multi-label Vulnerability Detection of Smart Contract in Blockchain,1669,1,197,,0,
Opposing agents evolve the research: a decade of digital forensics,1670,1,198,,0,
Analyzing the impact of companies on AI research based on publications,1671,1,199,,0,
Computational Approaches for Traditional Chinese Painting: From the “Six Principles of Painting” Perspective,1672,1,200,,0,
Design criteria for AI-based IT systems,1673,1,201,,0,
RA-CFGPT: Chinese financial assistant with retrieval-augmented large language model,1674,1,202,,0,
FIFAWC: a dataset with detailed annotation and rich semantics for group activity recognition,1675,1,203,,0,
A survey on large language model based autonomous agents,1676,1,204,,0,Survey
"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and Ethics) Evaluation: A Review",1677,1,205,,,
"Public attitudes toward chatgpt on twitter: sentiments, topics, and occupations",1678,1,206,,0,
Interpretable Dropout Prediction: Towards XAI-Based Personalized Intervention,1679,1,207,,,
Beyond Predictive Learning Analytics Modelling and onto Explainable Artificial Intelligence with Prescriptive Analytics and ChatGPT,1680,1,208,,,
Beyond Mastery: Toward a Broader Understanding of AI in Education,1681,1,209,,1,
Can ChatGPT Pass High School Exams on English Language Comprehension?,1682,1,210,,1,
Formative Feedback on Student-Authored Summaries in Intelligent Textbooks Using Large Language Models,1683,1,211,,1,
"GPT-4 in Education: Evaluating Aptness, Reliability, and Loss of Coherence in Solving Calculus Problems and Grading Submissions",1684,1,212,,1,
Evaluation of LLM Tools for Feedback Generation in a Course on Concurrent Programming,1685,1,213,,1,
Transforming Driver Education: A Comparative Analysis of LLM-Augmented Training and Conventional Instruction for Autonomous Vehicle Technologies,1686,1,214,,1,
The Use of ChatGPT in Source-Based Writing Tasks,1687,1,215,,1,
A Large Language Model Approach to Educational Survey Feedback Analysis,1688,1,216,,1,Survey
Identifying missing data handling methods with text mining,1689,1,217,,0,
Clinical Information Retrieval: A Literature Review,1690,1,218,,0,
@llegra: a chatbot for Vallader,1691,1,219,,,
Breaking language barriers with ChatGPT: enhancing low-resource machine translation between algerian arabic and MSA,1692,1,220,,0,
Text Analysis on Early Reactions to ChatGPT as a Tool for Academic Progress or Exploitation,1693,1,221,,1,
Creating Automatic Connections for Personal Knowledge Management,1694,1,222,,,
Docimological Quality Analysis of LLM-Generated Multiple Choice Questions in Computer Science and Medicine,1695,1,223,,,
Student Opinion Mining About Instructor Using Optimized Ensemble Machine Learning Model and Feature Fusion,1696,1,224,,,
Needs and artificial intelligence,1697,1,225,,,
Beware of sustainable AI! Uses and abuses of a worthy goal,1698,1,226,,,
Exploring differences in ethical decision-making processes between humans and ChatGPT-3 model: a study of trade-offs,1699,1,227,,,
"The role of ChatGPT in disrupting concepts, changing values, and challenging ethical norms: a qualitative study",1700,1,228,,,
What do academics have to say about ChatGPT? A text mining analytics on the discussions regarding ChatGPT on research writing,1701,1,229,,,
"On inscription and bias: data, actor network theory, and the social problems of text-to-image AI models",1702,1,230,,,
Prospectives and drawbacks of ChatGPT in healthcare and clinical medicine,1703,1,231,,0,
Exploring ChatGPT and its impact on society,1704,1,232,,,
Engaging the many-hands problem of generative-AI outputs: a framework for attributing credit,1705,1,233,,,
AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business,1706,1,234,,0,
Safeguarding human values: rethinking US law for generative AI’s societal impacts,1707,1,235,,,
The mechanisms of AI hype and its planetary and social costs,1708,1,236,,,
The ethics of using artificial intelligence in scientific research: new guidance needed for a new tool,1709,1,237,,,
Anticipating impacts: using large-scale scenario-writing to explore diverse implications of generative AI in the news environment,1710,1,238,,,
Examining Ethical and Social Implications of Digital Mental Health Technologies Through Expert Interviews and Sociotechnical Systems Theory,1711,1,239,,0,
Application of ChatGPT for automated problem reframing across academic domains,1712,1,240,,,
A ChatGPT-MATLAB framework for numerical modeling in geotechnical engineering applications,1713,1,241,,,
Exploring the use of large language models (LLMs) in chemical engineering education: Building core course problem models with Chat-GPT,1714,1,242,,,
"“So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy",1715,1,243,,,
VIRTSI: A novel trust dynamics model enhancing Artificial Intelligence collaboration with human users – Insights from a ChatGPT evaluation study,1716,1,244,,,
AI-driven assistants for education and research? A case study on ChatGPT for air transport management,1717,1,245,,,
"Decoding ChatGPT: A taxonomy of existing research, current challenges, and possible future directions",1718,1,246,,,
Future applications of generative large language models: A data-driven case study on ChatGPT,1719,1,247,,,
AI will transform science — now researchers must tame it,1720,1,249,,,
Why teachers should explore ChatGPT’s potential — despite the risks,1721,1,250,,,
ChatGPT has entered the classroom: how LLMs could transform education,1722,1,251,,,
"ChatGPT one year on: who is using it, how and why?",1723,1,252,,,
Building open-source AI,1724,1,253,,,
GPT-4/4V's performance on the Japanese National Medical Licensing Examination,1725,1,254,,0,
Global insights and the impact of generative AI-ChatGPT on multidisciplinary: a systematic review and bibliometric analysis,1726,1,255,,,
Prompt text classifications with transformer models! An exemplary introduction to prompt-based learning with large language models,1727,1,256,,,
ZDDR: A Zero-Shot Defender for Adversarial Samples Detection and Restoration,1728,1,257,,,
"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",1729,1,258,,,
"How Good Is ChatGPT at Face Biometrics? A First Look Into Recognition, Soft Biometrics, and Explainability",1730,1,259,,,
Students’ Experiences of Using ChatGPT in an Undergraduate Programming Course,1731,1,260,,,
Comparative Analysis of Deep Natural Networks and Large Language Models for Aspect-Based Sentiment Analysis,1732,1,261,,,
A Transformer-BERT Integrated Model-Based Automatic Conversation Method Under English Context,1733,1,262,,,
ChatGPT and Large Language Models in Healthcare: Opportunities and Risks,1734,1,263,,0,
ChatPapers: An AI Chatbot for Interacting with Academic Research,1735,1,264,,,
Refactoring Programs Using Large Language Models with Few-Shot Examples,1736,1,265,,,
Revolutionizing Formative Assessment in STEM Fields: Leveraging AI and NLP Techniques,1737,1,266,,,
"Let's Chat to Find the APIs: Connecting Human, LLM and Knowledge Graph through AI Chain",1738,1,267,,,
Multi-Lingual Sentence Alignment with GPT Models,1739,1,268,,,
Selective Propositional Reasoning: A Cognitive Load-Aware Strategy for Enhanced Reasoning,1740,1,269,,,
The Potential of Large Language Models as Tools for Analyzing Student Textual Evaluation: A Differential Analysis Between CS and Non-CS Students,1741,1,270,,,
TrumorGPT: Query Optimization and Semantic Reasoning over Networks for Automated Fact-Checking,1742,1,271,,,
Probing into the Fairness of Large Language Models: A Case Study of ChatGPT,1743,1,272,,,
Investigating Code Generation Performance of ChatGPT with Crowdsourcing Social Data,1744,1,273,,,
Analysis of Plagiarism via ChatGPT on Domain-Specific Exams,1745,1,274,,,
ChatGPT as a Game-Changer for Embedding Emojis in Faculty Feedback,1746,1,275,,,
Empowering Healthcare Professionals and Patients with ChatGPT: Applications and Challenges,1747,1,276,,0,
Recommendations to Create Programming Exercises to Overcome ChatGPT,1748,1,277,,,
A Comparative Review of GPT-4’s Applications in Medicine and High Decision Making,1749,1,278,,,
Embodied Epistemology: A Meta-Cognitive Exploration of Chatbot-Enabled Document Analysis,1750,1,279,,,
"Opportunities, Challenges, Strategies, and Reforms for ChatGPT in Higher Education",1751,1,280,,,
Detection of AI-Generated Text Using Large Language Model,1752,1,281,,,
Generating Multiple Choice Questions for Computing Courses Using Large Language Models,1753,1,282,,,
Affective Computing: A Topic-Based SER Approach on Collaborative Discussions in Academic Setting,1754,1,283,,,
Challenging the Confirmation Bias: Using ChatGPT as a Virtual Peer for Peer Instruction in Computer Programming Education,1755,1,284,,,
Using ChatGPT for Homework: Does it Feel Like Cheating? (WIP),1756,1,285,,,
Exploring the Potential of Large Language Models to Generate Formative Programming Feedback,1757,1,286,,,
Generative AI in Computing Education: Perspectives of Students and Instructors,1758,1,287,,,
Smart-Infinity: Fast Large Language Model Training using Near-Storage Processing on a Real System,1759,1,288,,,
Auto-Grading Comprehension on Reference-Student Answer Pairs using the Siamese-based Transformer,1760,1,289,,,
Exploring Pre-processing Strategies and Feature Extraction in practical aspect for Effective Spam Detection,1761,1,290,,,
AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education,1762,1,291,,,
Boosting LLMS with Ontology-Aware Prompt for Ner Data Augmentation,1763,1,292,,0,
How Big Can It Get? A comparative analysis of LLMs in architecture and scaling,1764,1,293,,,
ChatGPT: A Comprehensive Review of a Large Language Model,1765,1,294,,,
Alternative Speech: Complementary Method to Counter-Narrative for Better Discourse,1766,1,295,,,
Using LLM Artificial Intelligence Systems as Complex SQL Programming Assistants,1767,1,296,,,
Multi-Agent RAG Chatbot Architecture for Decision Support in Net-Zero Emission Energy Systems,1768,1,297,,,
PCR-Chain: Partial Code Reuse Assisted by Hierarchical Chaining of Prompts on Frozen Copilot,1769,1,298,,,
Large Language Models for Software Engineering: Survey and Open Problems,1770,1,299,,0,Survey
Towards Using Few-Shot Prompt Learning for Automating Model Completion,1771,1,300,,,
Automated Repair of Programs from Large Language Models,1772,1,301,,,
Sustainability is Stratified: Toward a Better Theory of Sustainable Software Engineering,1773,1,302,,,
ChatGPT and Software Testing Education: Promises & Perils,1774,1,303,,,
"ChatGPT: More Human-Like Than Computer-Like, but Not Necessarily in a Good Way",1775,1,304,,,
Transforming Software Requirements into User Stories with GPT-3.5 -: An AI-Powered Approach,1776,1,305,,,
A Deep Understanding Video Q&A System for Film Education in Acting Department,1777,1,306,,,
Pre-made Empowering Artificial Intelligence and ChatGPT: The Growing Importance of Human AI-Experts,1778,1,307,,,
A Framework for Identifying Diabetic Retinopathy Based on patch attention and lesion location,1779,1,308,,,
Specialized Syntactic Quran Search Engines: Evaluation and Limitations,1780,1,309,,,
Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,1781,1,310,,,
Implementing Generative AI and Large Language Models in Education,1782,1,311,,,
LLM-Driven SAT Impact on Phishing Defense: A Cross-Sectional Analysis,1783,1,312,,,
Spectrogram-Based Deep Learning for Flute Audition Assessment and Intelligent Feedback,1784,1,313,,,
Vulnerability of Machine Learning Approaches Applied in IoT-Based Smart Grid: A Review,1785,1,314,,,
UnstrPrompt: Large Language Model Prompt for Driving in Unstructured Scenarios,1786,1,315,,,
Educating Augmented Programmers,1787,1,316,,,
The Rise of Generative Artificial Intelligence in Healthcare,1788,1,317,,0,
ChatGPT in IoT Systems: Arduino Case Studies,1789,1,318,,,
On ChatGPT: Perspectives from Software Engineering Students,1790,1,319,,,
Analysis of ChatGPT Performance in Computer Engineering Exams,1791,1,320,,,
How Useful TutorBot+ is for Teaching and Learning in Programming Courses: a Preliminary Study,1792,1,321,,,
“We Need To Talk About ChatGPT”: The Future of AI and Higher Education,1793,1,322,,,
Clinical Knowledge and Reasoning Abilities of Large Language Models in Pharmacy: A Comparative Study on the NAPLEX Exam,1794,1,323,,,
AI and Veterinary Medicine: Performance of Large Language Models on the North American Licensing Examination,1795,1,324,,,
Transformative Potentials and Ethical Considerations of AI Tools in Higher Education: Case Studies and Reflections,1796,1,325,,,
A CTC Alignment-Based Non-Autoregressive Transformer for End-to-End Automatic Speech Recognition,1797,1,327,,,
Factors That Influence Automatic Recognition of African-American Vernacular English in Machine-Learning Models,1798,1,328,,,
Advanced Long-Content Speech Recognition With Factorized Neural Transducer,1799,1,329,,,
TrICy: Trigger-Guided Data-to-Text Generation With Intent Aware Attention-Copy,1800,1,330,,,
Active Discovering New Slots for Task-Oriented Conversation,1801,1,331,,,
Developing Future Computational Thinking in Foundational CS Education: A Case Study From a Liberal Education University in India,1802,1,332,,,
ChatGPT-Aided QoS Estimation Le eraging Outage Probability of Mobile Networks Limited by α-η-µ Fading and α-η-µ Co-channel Interference,1803,1,333,,,
Embodied Intelligence in Mining: Leveraging Multi-modal Large Language Model for Autonomous Driving in Mines,1804,1,334,,,
Teaching Plan Generation and Evaluation With GPT-4: Unleashing the Potential of LLM in Instructional Design,1805,1,335,,,
ChatGPT for Learning HCI Techniques: A Case Study on Interviews for Personas,1806,1,336,,,
Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,1807,1,337,,,
Automated Program Repair for Introductory Programming Assignments,1808,1,338,,,
Chat-GPT Based Learning Platform for Creation of Different Attack Model Signatures and Development of Defense Algorithm for Cyberattack Detection,1809,1,339,,,
Memory/Disk Operation Aware Lightweight VM Live Migration,1810,1,340,,,
Residual Sketch Learning for a Feature-Importance-Based and Linguistically Interpretable Ensemble Classifier,1811,1,341,,,
Chain-of-Thoughts Prompting with Language Models for Accurate Math Problem-Solving,1812,1,342,,,
"Exploring the Role of AI Assistants in Computer Science Education: Methods, Implications, and Instructor Perspectives",1813,1,343,,,
First Steps in Constructing an AI-Powered Digital Twin Teacher: Harnessing Large Language Models in a Metaverse Classroom,1814,1,344,,,
"Engineering, the Profession in Trouble: Lack of Programme Development Standards That Support the AI Chatbot? A System View",1815,1,345,,,
Hallucinations in Large Language Models (LLMs),1816,1,346,,,
"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech",1817,1,347,,,
ChatGPT and Python programming homework,1818,1,348,,,
"When geoscience meets generative AI and large language models: Foundations, trends, and future challenges",1819,1,349,,,
Medical education with large language models in ophthalmology: Custom instructions and enhanced retrieval capabilities,1820,1,350,,0,
Public perception of generative AI on Twitter: an empirical study based on occupation and usage,1821,1,351,,,
SocialTruth Project Approach to Online Disinformation (Fake News) Detection and Mitigation,1822,1,356,,,
Jury Learning: Integrating Dissenting Voices into Machine Learning Models,1823,1,357,,,
AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts,1824,1,358,,,
"Automatic Generation of Programming Exercises and Code Explanations
  using Large Language Models",1825,1,359,,,
Generating Diverse Code Explanations using the GPT-3 Large Language Model,1826,1,360,,,
Fooling MOSS Detection with Pretrained Language Models,1827,1,361,,,
Social Simulacra: Creating Populated Prototypes for Social Computing Systems,1828,1,362,,,
Interactive Model Cards: A Human-Centered Approach to Model Documentation,1829,1,363,,,
The Fallacy of AI Functionality,1830,1,364,,,
Predictability and Surprise in Large Generative Models,1831,1,365,,,
Design and Prototype Conversational Agents for Research Data Collection,1832,1,366,,,
Sparks: Inspiration for Science Writing using Language Models,1833,1,367,,,
Designerly Understanding: Information Needs for Model Transparency to Support Design Ideation for AI-Powered User Experience,1834,1,368,,,
Social Dynamics of AI Support in Creative Writing,1835,1,369,,,
“What It Wants Me To Say”: Bridging the Abstraction Gap Between End-User Programmers and Code-Generating Large Language Models,1836,1,370,,,
Moral Framing of Mental Health Discourse and Its Relationship to Stigma: A Comparison of Social Media and News,1837,1,371,,0,
"Changes in Research Ethics, Openness, and Transparency in Empirical Studies between CHI 2017 and CHI 2022",1838,1,372,,,
Stargazer: An Interactive Camera Robot for Capturing How-To Videos Based on Subtle Instructor Cues,1839,1,373,,,
“It is currently hodgepodge”: Examining AI/ML Practitioners’ Challenges during Co-production of Responsible AI Values,1840,1,374,,,
AngleKindling: Supporting Journalistic Angle Ideation with Large Language Models,1841,1,375,,,
Studying the effect of AI Code Generators on Supporting Novice Learners in Introductory Programming,1842,1,376,,,
ReadingQuizMaker: A Human-NLP Collaborative System that Supports Instructors to Design High-Quality Reading Quiz Questions,1843,1,377,,,
CatAlyst: Domain-Extensible Intervention for Preventing Task Procrastination Using Large Generative Models,1844,1,378,,,
Co-Writing with Opinionated Language Models Affects Users’ Views,1845,1,379,,,
Inform the Uninformed: Improving Online Informed Consent Reading with an AI-Powered Chatbot,1846,1,380,,,
Designing Responsible AI: Adaptations of UX Practice to Meet Responsible AI Challenges,1847,1,381,,,
